ELEMENT,Axis_0,Axis_1,C_PE_WE,C_PE_WE_P,C_PHYLO_RPE2,C_PHYLO_RPE_DIFF2,C_PHYLO_RPE_NULL2,P_PE_WE,P_PE_WE_P,P_PHYLO_RPE2,P_PHYLO_RPE_DIFF2,P_PHYLO_RPE_NULL2,Q_PE_WE,Q_PE_WE_P,Q_PHYLO_RPE2,Q_PHYLO_RPE_DIFF2,Q_PHYLO_RPE_NULL2
1875000:-2525000,1875000,-2525000,310,310,526,572,149,0.31031031031031,0.31031031031031,0.526526526526527,0.572572572572573,0.149149149149149,999,999,999,999,999
1875000:-2575000,1875000,-2575000,148,148,50,63,621,0.148148148148148,0.148148148148148,0.0500500500500501,0.0630630630630631,0.621621621621622,999,999,999,999,999
1875000:-2625000,1875000,-2625000,158,158,345,419,165,0.158158158158158,0.158158158158158,0.345345345345345,0.419419419419419,0.165165165165165,999,999,999,999,999
1875000:-2675000,1875000,-2675000,812,812,551,555,873,0.812812812812813,0.812812812812813,0.551551551551552,0.555555555555556,0.873873873873874,999,999,999,999,999
1875000:-2725000,1875000,-2725000,994,994,784,943,998,0.994994994994995,0.994994994994995,0.784784784784785,0.943943943943944,0.998998998998999,999,999,999,999,999
1875000:-2775000,1875000,-2775000,954,954,620,677,990,0.954954954954955,0.954954954954955,0.620620620620621,0.677677677677678,0.990990990990991,999,999,999,999,999
1875000:-2825000,1875000,-2825000,419,419,218,167,686,0.419419419419419,0.419419419419419,0.218218218218218,0.167167167167167,0.686686686686687,999,999,999,999,999
1875000:-2875000,1875000,-2875000,229,229,306,323,307,0.229229229229229,0.229229229229229,0.306306306306306,0.323323323323323,0.307307307307307,999,999,999,999,999
1875000:-2925000,1875000,-2925000,188,188,129,140,496,0.188188188188188,0.188188188188188,0.129129129129129,0.14014014014014,0.496496496496497,999,999,999,999,999
1875000:-2975000,1875000,-2975000,973,973,736,855,990,0.973973973973974,0.973973973973974,0.736736736736737,0.855855855855856,0.990990990990991,999,999,999,999,999
1875000:-3025000,1875000,-3025000,526,526,91,26,919,0.526526526526527,0.526526526526527,0.0910910910910911,0.026026026026026,0.91991991991992,999,999,999,999,999
1875000:-3075000,1875000,-3075000,140,140,48,64,602,0.14014014014014,0.14014014014014,0.048048048048048,0.0640640640640641,0.602602602602603,999,999,999,999,999
1875000:-3125000,1875000,-3125000,204,204,41,39,739,0.204204204204204,0.204204204204204,0.041041041041041,0.039039039039039,0.73973973973974,999,999,999,999,999
1875000:-3175000,1875000,-3175000,176,176,79,78,569,0.176176176176176,0.176176176176176,0.0790790790790791,0.0780780780780781,0.56956956956957,999,999,999,999,999
1875000:-3225000,1875000,-3225000,240,240,108,96,634,0.24024024024024,0.24024024024024,0.108108108108108,0.0960960960960961,0.634634634634635,999,999,999,999,999
1875000:-3275000,1875000,-3275000,707,707,138,33,966,0.707707707707708,0.707707707707708,0.138138138138138,0.033033033033033,0.966966966966967,999,999,999,999,999
1875000:-3325000,1875000,-3325000,927,927,251,53,994,0.927927927927928,0.927927927927928,0.251251251251251,0.0530530530530531,0.994994994994995,999,999,999,999,999
1875000:-3375000,1875000,-3375000,899,899,793,844,882,0.8998998998999,0.8998998998999,0.793793793793794,0.844844844844845,0.882882882882883,999,999,999,999,999
1875000:-3425000,1875000,-3425000,893,893,889,902,692,0.893893893893894,0.893893893893894,0.88988988988989,0.902902902902903,0.692692692692693,999,999,999,999,999
1875000:-3475000,1875000,-3475000,966,966,579,576,995,0.966966966966967,0.966966966966967,0.57957957957958,0.576576576576577,0.995995995995996,999,999,999,999,999
1875000:-3525000,1875000,-3525000,884,884,781,815,867,0.884884884884885,0.884884884884885,0.781781781781782,0.815815815815816,0.867867867867868,999,999,999,999,999
1875000:-3575000,1875000,-3575000,958,958,562,279,992,0.958958958958959,0.958958958958959,0.562562562562563,0.279279279279279,0.992992992992993,999,999,999,999,999
1875000:-3625000,1875000,-3625000,921,921,282,38,990,0.921921921921922,0.921921921921922,0.282282282282282,0.038038038038038,0.990990990990991,999,999,999,999,999
1875000:-3675000,1875000,-3675000,750,750,486,419,852,0.750750750750751,0.750750750750751,0.486486486486487,0.419419419419419,0.852852852852853,999,999,999,999,999
1875000:-3725000,1875000,-3725000,711,711,450,349,797,0.711711711711712,0.711711711711712,0.45045045045045,0.349349349349349,0.797797797797798,999,999,999,999,999
1925000:-2575000,1925000,-2575000,392,392,362,354,511,0.392392392392392,0.392392392392392,0.362362362362362,0.354354354354354,0.511511511511512,999,999,999,999,999
1925000:-2625000,1925000,-2625000,65,65,82,196,349,0.0650650650650651,0.0650650650650651,0.0820820820820821,0.196196196196196,0.349349349349349,999,999,999,999,999
1925000:-2675000,1925000,-2675000,695,695,271,115,880,0.695695695695696,0.695695695695696,0.271271271271271,0.115115115115115,0.880880880880881,999,999,999,999,999
1925000:-2725000,1925000,-2725000,207,207,376,407,194,0.207207207207207,0.207207207207207,0.376376376376376,0.407407407407407,0.194194194194194,999,999,999,999,999
1925000:-2775000,1925000,-2775000,213,213,5,9,882,0.213213213213213,0.213213213213213,0.005005005005005,0.00900900900900901,0.882882882882883,999,999,999,999,999
1925000:-2825000,1925000,-2825000,43,43,22,55,515,0.043043043043043,0.043043043043043,0.022022022022022,0.0550550550550551,0.515515515515516,999,999,999,999,999
1925000:-2875000,1925000,-2875000,196,196,88,85,605,0.196196196196196,0.196196196196196,0.0880880880880881,0.0850850850850851,0.605605605605606,999,999,999,999,999
1925000:-2925000,1925000,-2925000,205,205,48,47,755,0.205205205205205,0.205205205205205,0.048048048048048,0.047047047047047,0.755755755755756,999,999,999,999,999
1925000:-2975000,1925000,-2975000,963,963,795,890,981,0.963963963963964,0.963963963963964,0.795795795795796,0.890890890890891,0.981981981981982,999,999,999,999,999
1925000:-3025000,1925000,-3025000,49,49,6,17,655,0.049049049049049,0.049049049049049,0.00600600600600601,0.017017017017017,0.655655655655656,999,999,999,999,999
1925000:-3075000,1925000,-3075000,202,202,86,91,569,0.202202202202202,0.202202202202202,0.0860860860860861,0.0910910910910911,0.56956956956957,999,999,999,999,999
1925000:-3125000,1925000,-3125000,35,35,22,54,370,0.035035035035035,0.035035035035035,0.022022022022022,0.0540540540540541,0.37037037037037,999,999,999,999,999
1925000:-3175000,1925000,-3175000,108,108,43,67,521,0.108108108108108,0.108108108108108,0.043043043043043,0.0670670670670671,0.521521521521522,999,999,999,999,999
1925000:-3225000,1925000,-3225000,315,315,75,54,778,0.315315315315315,0.315315315315315,0.0750750750750751,0.0540540540540541,0.778778778778779,999,999,999,999,999
1925000:-3275000,1925000,-3275000,610,610,35,8,982,0.610610610610611,0.610610610610611,0.035035035035035,0.00800800800800801,0.982982982982983,999,999,999,999,999
1925000:-3325000,1925000,-3325000,826,826,223,59,987,0.826826826826827,0.826826826826827,0.223223223223223,0.0590590590590591,0.987987987987988,999,999,999,999,999
1925000:-3375000,1925000,-3375000,998,998,817,980,999,0.998998998998999,0.998998998998999,0.817817817817818,0.980980980980981,1,999,999,999,999,999
1925000:-3425000,1925000,-3425000,965,965,831,915,967,0.965965965965966,0.965965965965966,0.831831831831832,0.915915915915916,0.967967967967968,999,999,999,999,999
1925000:-3475000,1925000,-3475000,860,860,374,202,971,0.860860860860861,0.860860860860861,0.374374374374374,0.202202202202202,0.971971971971972,999,999,999,999,999
1925000:-3525000,1925000,-3525000,781,781,375,171,941,0.781781781781782,0.781781781781782,0.375375375375375,0.171171171171171,0.941941941941942,999,999,999,999,999
1925000:-3575000,1925000,-3575000,881,881,593,573,929,0.881881881881882,0.881881881881882,0.593593593593594,0.573573573573574,0.92992992992993,999,999,999,999,999
1925000:-3625000,1925000,-3625000,958,958,206,4,999,0.958958958958959,0.958958958958959,0.206206206206206,0.004004004004004,1,999,999,999,999,999
1925000:-3675000,1925000,-3675000,717,717,601,573,727,0.717717717717718,0.717717717717718,0.601601601601602,0.573573573573574,0.727727727727728,999,999,999,999,999
1975000:-2775000,1975000,-2775000,74,74,125,246,218,0.0740740740740741,0.0740740740740741,0.125125125125125,0.246246246246246,0.218218218218218,999,999,999,999,999
1975000:-2825000,1975000,-2825000,734,734,717,727,659,0.734734734734735,0.734734734734735,0.717717717717718,0.727727727727728,0.65965965965966,999,999,999,999,999
1975000:-2875000,1975000,-2875000,85,85,96,153,324,0.0850850850850851,0.0850850850850851,0.0960960960960961,0.153153153153153,0.324324324324324,999,999,999,999,999
1975000:-2925000,1975000,-2925000,888,888,684,728,921,0.888888888888889,0.888888888888889,0.684684684684685,0.728728728728729,0.921921921921922,999,999,999,999,999
1975000:-2975000,1975000,-2975000,185,185,5,5,929,0.185185185185185,0.185185185185185,0.005005005005005,0.005005005005005,0.92992992992993,999,999,999,999,999
1975000:-3025000,1975000,-3025000,100,100,27,39,622,0.1001001001001,0.1001001001001,0.027027027027027,0.039039039039039,0.622622622622623,999,999,999,999,999
1975000:-3075000,1975000,-3075000,153,153,12,14,819,0.153153153153153,0.153153153153153,0.012012012012012,0.014014014014014,0.81981981981982,999,999,999,999,999
1975000:-3125000,1975000,-3125000,391,391,460,460,409,0.391391391391391,0.391391391391391,0.46046046046046,0.46046046046046,0.409409409409409,999,999,999,999,999
1975000:-3175000,1975000,-3175000,688,688,153,45,940,0.688688688688689,0.688688688688689,0.153153153153153,0.045045045045045,0.940940940940941,999,999,999,999,999
1975000:-3225000,1975000,-3225000,680,680,529,525,742,0.680680680680681,0.680680680680681,0.529529529529529,0.525525525525526,0.742742742742743,999,999,999,999,999
1975000:-3275000,1975000,-3275000,657,657,530,504,680,0.657657657657658,0.657657657657658,0.530530530530531,0.504504504504504,0.680680680680681,999,999,999,999,999
1975000:-3325000,1975000,-3325000,891,891,868,892,750,0.891891891891892,0.891891891891892,0.868868868868869,0.892892892892893,0.750750750750751,999,999,999,999,999
1975000:-3375000,1975000,-3375000,613,613,54,6,970,0.613613613613614,0.613613613613614,0.0540540540540541,0.00600600600600601,0.970970970970971,999,999,999,999,999
1975000:-3425000,1975000,-3425000,731,731,392,280,863,0.731731731731732,0.731731731731732,0.392392392392392,0.28028028028028,0.863863863863864,999,999,999,999,999
1975000:-3475000,1975000,-3475000,997,997,855,975,999,0.997997997997998,0.997997997997998,0.855855855855856,0.975975975975976,1,999,999,999,999,999
1975000:-3525000,1975000,-3525000,976,976,694,783,992,0.976976976976977,0.976976976976977,0.694694694694695,0.783783783783784,0.992992992992993,999,999,999,999,999
1975000:-3575000,1975000,-3575000,367,367,204,168,623,0.367367367367367,0.367367367367367,0.204204204204204,0.168168168168168,0.623623623623624,999,999,999,999,999
2025000:-2825000,2025000,-2825000,898,898,875,890,773,0.898898898898899,0.898898898898899,0.875875875875876,0.890890890890891,0.773773773773774,999,999,999,999,999
2025000:-2875000,2025000,-2875000,451,451,22,7,948,0.451451451451451,0.451451451451451,0.022022022022022,0.00700700700700701,0.948948948948949,999,999,999,999,999
2025000:-2925000,2025000,-2925000,706,706,209,71,947,0.706706706706707,0.706706706706707,0.209209209209209,0.0710710710710711,0.947947947947948,999,999,999,999,999
2025000:-2975000,2025000,-2975000,840,840,641,652,880,0.840840840840841,0.840840840840841,0.641641641641642,0.652652652652653,0.880880880880881,999,999,999,999,999
2025000:-3025000,2025000,-3025000,764,764,776,778,602,0.764764764764765,0.764764764764765,0.776776776776777,0.778778778778779,0.602602602602603,999,999,999,999,999
2025000:-3075000,2025000,-3075000,802,802,768,789,718,0.802802802802803,0.802802802802803,0.768768768768769,0.78978978978979,0.718718718718719,999,999,999,999,999
2025000:-3125000,2025000,-3125000,769,769,563,572,824,0.76976976976977,0.76976976976977,0.563563563563564,0.572572572572573,0.824824824824825,999,999,999,999,999
2025000:-3175000,2025000,-3175000,223,223,231,251,363,0.223223223223223,0.223223223223223,0.231231231231231,0.251251251251251,0.363363363363363,999,999,999,999,999
2025000:-3225000,2025000,-3225000,646,646,148,57,943,0.646646646646647,0.646646646646647,0.148148148148148,0.0570570570570571,0.943943943943944,999,999,999,999,999
2025000:-3275000,2025000,-3275000,645,645,331,242,817,0.645645645645646,0.645645645645646,0.331331331331331,0.242242242242242,0.817817817817818,999,999,999,999,999
2025000:-3325000,2025000,-3325000,946,946,891,930,879,0.946946946946947,0.946946946946947,0.891891891891892,0.930930930930931,0.87987987987988,999,999,999,999,999
2025000:-3375000,2025000,-3375000,442,442,311,281,606,0.442442442442442,0.442442442442442,0.311311311311311,0.281281281281281,0.606606606606607,999,999,999,999,999
2025000:-3425000,2025000,-3425000,547,547,224,123,823,0.547547547547548,0.547547547547548,0.224224224224224,0.123123123123123,0.823823823823824,999,999,999,999,999
2025000:-3475000,2025000,-3475000,798,798,850,840,559,0.798798798798799,0.798798798798799,0.850850850850851,0.840840840840841,0.55955955955956,999,999,999,999,999
2075000:-2925000,2075000,-2925000,893,893,380,105,973,0.893893893893894,0.893893893893894,0.38038038038038,0.105105105105105,0.973973973973974,999,999,999,999,999
2075000:-2975000,2075000,-2975000,760,760,554,487,807,0.760760760760761,0.760760760760761,0.554554554554555,0.487487487487487,0.807807807807808,999,999,999,999,999
2075000:-3025000,2075000,-3025000,841,841,788,814,775,0.841841841841842,0.841841841841842,0.788788788788789,0.814814814814815,0.775775775775776,999,999,999,999,999
2075000:-3075000,2075000,-3075000,818,818,769,796,735,0.818818818818819,0.818818818818819,0.76976976976977,0.796796796796797,0.735735735735736,999,999,999,999,999
2075000:-3125000,2075000,-3125000,673,673,573,533,658,0.673673673673674,0.673673673673674,0.573573573573574,0.533533533533533,0.658658658658659,999,999,999,999,999
2075000:-3175000,2075000,-3175000,758,758,264,109,936,0.758758758758759,0.758758758758759,0.264264264264264,0.109109109109109,0.936936936936937,999,999,999,999,999
2075000:-3225000,2075000,-3225000,790,790,593,595,847,0.790790790790791,0.790790790790791,0.593593593593594,0.595595595595596,0.847847847847848,999,999,999,999,999
2075000:-3275000,2075000,-3275000,937,937,695,759,962,0.937937937937938,0.937937937937938,0.695695695695696,0.75975975975976,0.962962962962963,999,999,999,999,999
2075000:-3325000,2075000,-3325000,362,362,138,109,726,0.362362362362362,0.362362362362362,0.138138138138138,0.109109109109109,0.726726726726727,999,999,999,999,999
2125000:-2875000,2125000,-2875000,777,777,751,771,645,0.777777777777778,0.777777777777778,0.751751751751752,0.771771771771772,0.645645645645646,999,999,999,999,999
2125000:-2925000,2125000,-2925000,342,342,83,133,763,0.342342342342342,0.342342342342342,0.0830830830830831,0.133133133133133,0.763763763763764,999,999,999,999,999
225000:-1275000,225000,-1275000,720,720,794,795,491,0.720720720720721,0.720720720720721,0.794794794794795,0.795795795795796,0.491491491491492,999,999,999,999,999
225000:-1325000,225000,-1325000,869,869,862,875,697,0.86986986986987,0.86986986986987,0.862862862862863,0.875875875875876,0.697697697697698,999,999,999,999,999
225000:-1375000,225000,-1375000,854,854,899,896,668,0.854854854854855,0.854854854854855,0.8998998998999,0.896896896896897,0.668668668668669,999,999,999,999,999
225000:-1425000,225000,-1425000,811,811,845,864,609,0.811811811811812,0.811811811811812,0.845845845845846,0.864864864864865,0.60960960960961,999,999,999,999,999
225000:-1475000,225000,-1475000,91,91,315,452,91,0.0910910910910911,0.0910910910910911,0.315315315315315,0.452452452452452,0.0910910910910911,999,999,999,999,999
225000:-1525000,225000,-1525000,580,580,349,251,698,0.580580580580581,0.580580580580581,0.349349349349349,0.251251251251251,0.698698698698699,999,999,999,999,999
225000:-1575000,225000,-1575000,253,253,705,679,35,0.253253253253253,0.253253253253253,0.705705705705706,0.67967967967968,0.035035035035035,999,999,999,999,999
225000:-1625000,225000,-1625000,462,462,539,542,403,0.462462462462462,0.462462462462462,0.53953953953954,0.542542542542543,0.403403403403403,999,999,999,999,999
225000:-1675000,225000,-1675000,801,801,689,687,793,0.801801801801802,0.801801801801802,0.68968968968969,0.687687687687688,0.793793793793794,999,999,999,999,999
225000:-1725000,225000,-1725000,157,157,260,337,340,0.157157157157157,0.157157157157157,0.26026026026026,0.337337337337337,0.34034034034034,999,999,999,999,999
225000:-1775000,225000,-1775000,13,13,87,323,97,0.013013013013013,0.013013013013013,0.0870870870870871,0.323323323323323,0.0970970970970971,999,999,999,999,999
225000:-1825000,225000,-1825000,434,434,182,187,680,0.434434434434434,0.434434434434434,0.182182182182182,0.187187187187187,0.680680680680681,999,999,999,999,999
225000:-1925000,225000,-1925000,49,49,240,422,54,0.049049049049049,0.049049049049049,0.24024024024024,0.422422422422422,0.0540540540540541,999,999,999,999,999
225000:-1975000,225000,-1975000,32,32,202,349,38,0.032032032032032,0.032032032032032,0.202202202202202,0.349349349349349,0.038038038038038,999,999,999,999,999
225000:-2025000,225000,-2025000,17,17,275,384,6,0.017017017017017,0.017017017017017,0.275275275275275,0.384384384384384,0.00600600600600601,999,999,999,999,999
225000:-2075000,225000,-2075000,13,13,329,438,2,0.013013013013013,0.013013013013013,0.329329329329329,0.438438438438438,0.002002002002002,999,999,999,999,999
225000:-2125000,225000,-2125000,23,23,320,459,5,0.023023023023023,0.023023023023023,0.32032032032032,0.459459459459459,0.005005005005005,999,999,999,999,999
225000:-2175000,225000,-2175000,6,6,197,379,3,0.00600600600600601,0.00600600600600601,0.197197197197197,0.379379379379379,0.003003003003003,999,999,999,999,999
225000:-2225000,225000,-2225000,16,16,390,486,2,0.016016016016016,0.016016016016016,0.39039039039039,0.486486486486487,0.002002002002002,999,999,999,999,999
225000:-2275000,225000,-2275000,8,8,572,590,0,0.00800800800800801,0.00800800800800801,0.572572572572573,0.590590590590591,0,999,999,999,999,999
225000:-2325000,225000,-2325000,525,525,946,847,14,0.525525525525526,0.525525525525526,0.946946946946947,0.847847847847848,0.014014014014014,999,999,999,999,999
225000:-2375000,225000,-2375000,120,120,535,600,12,0.12012012012012,0.12012012012012,0.535535535535536,0.600600600600601,0.012012012012012,999,999,999,999,999
225000:-2425000,225000,-2425000,2,2,179,422,0,0.002002002002002,0.002002002002002,0.179179179179179,0.422422422422422,0,999,999,999,999,999
225000:-2475000,225000,-2475000,183,183,612,623,27,0.183183183183183,0.183183183183183,0.612612612612613,0.623623623623624,0.027027027027027,999,999,999,999,999
225000:-2525000,225000,-2525000,506,506,205,115,801,0.506506506506507,0.506506506506507,0.205205205205205,0.115115115115115,0.801801801801802,999,999,999,999,999
225000:-2575000,225000,-2575000,166,166,16,30,767,0.166166166166166,0.166166166166166,0.016016016016016,0.03003003003003,0.767767767767768,999,999,999,999,999
225000:-2625000,225000,-2625000,11,11,466,565,0,0.011011011011011,0.011011011011011,0.466466466466466,0.565565565565566,0,999,999,999,999,999
225000:-2675000,225000,-2675000,86,86,7,27,647,0.0860860860860861,0.0860860860860861,0.00700700700700701,0.027027027027027,0.647647647647648,999,999,999,999,999
225000:-2725000,225000,-2725000,0,0,189,443,0,0,0,0.189189189189189,0.443443443443443,0,999,999,999,999,999
225000:-2775000,225000,-2775000,20,20,26,109,257,0.02002002002002,0.02002002002002,0.026026026026026,0.109109109109109,0.257257257257257,999,999,999,999,999
225000:-2825000,225000,-2825000,103,103,36,62,601,0.103103103103103,0.103103103103103,0.036036036036036,0.0620620620620621,0.601601601601602,999,999,999,999,999
225000:-2875000,225000,-2875000,24,24,280,450,28,0.024024024024024,0.024024024024024,0.28028028028028,0.45045045045045,0.028028028028028,999,999,999,999,999
225000:-2925000,225000,-2925000,0,0,21,306,45,0,0,0.021021021021021,0.306306306306306,0.045045045045045,999,999,999,999,999
225000:-2975000,225000,-2975000,16,16,236,480,10,0.016016016016016,0.016016016016016,0.236236236236236,0.48048048048048,0.01001001001001,999,999,999,999,999
225000:-3025000,225000,-3025000,0,0,138,433,0,0,0,0.138138138138138,0.433433433433433,0,999,999,999,999,999
225000:-3075000,225000,-3075000,0,0,80,400,0,0,0,0.0800800800800801,0.4004004004004,0,999,999,999,999,999
225000:-3125000,225000,-3125000,1,1,78,327,8,0.001001001001001,0.001001001001001,0.0780780780780781,0.327327327327327,0.00800800800800801,999,999,999,999,999
225000:-3175000,225000,-3175000,67,67,544,613,3,0.0670670670670671,0.0670670670670671,0.544544544544545,0.613613613613614,0.003003003003003,999,999,999,999,999
225000:-3225000,225000,-3225000,134,134,247,374,220,0.134134134134134,0.134134134134134,0.247247247247247,0.374374374374374,0.22022022022022,999,999,999,999,999
225000:-3275000,225000,-3275000,0,0,63,382,6,0,0,0.0630630630630631,0.382382382382382,0.00600600600600601,999,999,999,999,999
225000:-3325000,225000,-3325000,0,0,17,156,78,0,0,0.017017017017017,0.156156156156156,0.0780780780780781,999,999,999,999,999
225000:-3375000,225000,-3375000,15,15,243,498,12,0.015015015015015,0.015015015015015,0.243243243243243,0.498498498498498,0.012012012012012,999,999,999,999,999
225000:-3425000,225000,-3425000,549,549,498,441,489,0.54954954954955,0.54954954954955,0.498498498498498,0.441441441441441,0.48948948948949,999,999,999,999,999
225000:-3475000,225000,-3475000,453,453,609,611,295,0.453453453453453,0.453453453453453,0.60960960960961,0.611611611611612,0.295295295295295,999,999,999,999,999
225000:-3525000,225000,-3525000,283,283,537,558,157,0.283283283283283,0.283283283283283,0.537537537537538,0.558558558558559,0.157157157157157,999,999,999,999,999
225000:-3575000,225000,-3575000,325,325,474,475,287,0.325325325325325,0.325325325325325,0.474474474474474,0.475475475475475,0.287287287287287,999,999,999,999,999
225000:-3625000,225000,-3625000,517,517,491,478,510,0.517517517517518,0.517517517517518,0.491491491491492,0.478478478478478,0.510510510510511,999,999,999,999,999
25000:-1175000,25000,-1175000,702,702,747,754,509,0.702702702702703,0.702702702702703,0.747747747747748,0.754754754754755,0.509509509509509,999,999,999,999,999
25000:-1225000,25000,-1225000,722,722,789,796,494,0.722722722722723,0.722722722722723,0.78978978978979,0.796796796796797,0.494494494494495,999,999,999,999,999
25000:-1275000,25000,-1275000,661,661,715,721,508,0.661661661661662,0.661661661661662,0.715715715715716,0.721721721721722,0.508508508508508,999,999,999,999,999
25000:-1325000,25000,-1325000,683,683,696,703,558,0.683683683683684,0.683683683683684,0.696696696696697,0.703703703703704,0.558558558558559,999,999,999,999,999
25000:-1375000,25000,-1375000,634,634,625,622,524,0.634634634634635,0.634634634634635,0.625625625625626,0.622622622622623,0.524524524524524,999,999,999,999,999
25000:-1425000,25000,-1425000,887,887,915,916,677,0.887887887887888,0.887887887887888,0.915915915915916,0.916916916916917,0.677677677677678,999,999,999,999,999
25000:-1475000,25000,-1475000,727,727,836,829,428,0.727727727727728,0.727727727727728,0.836836836836837,0.82982982982983,0.428428428428428,999,999,999,999,999
25000:-1525000,25000,-1525000,484,484,733,708,181,0.484484484484485,0.484484484484485,0.733733733733734,0.708708708708709,0.181181181181181,999,999,999,999,999
25000:-1575000,25000,-1575000,180,180,436,495,116,0.18018018018018,0.18018018018018,0.436436436436436,0.495495495495495,0.116116116116116,999,999,999,999,999
25000:-1625000,25000,-1625000,0,0,14,243,269,0,0,0.014014014014014,0.243243243243243,0.269269269269269,999,999,999,999,999
25000:-1675000,25000,-1675000,228,228,361,438,257,0.228228228228228,0.228228228228228,0.361361361361361,0.438438438438438,0.257257257257257,999,999,999,999,999
25000:-1775000,25000,-1775000,85,85,110,214,263,0.0850850850850851,0.0850850850850851,0.11011011011011,0.214214214214214,0.263263263263263,999,999,999,999,999
25000:-1825000,25000,-1825000,619,619,824,792,281,0.61961961961962,0.61961961961962,0.824824824824825,0.792792792792793,0.281281281281281,999,999,999,999,999
25000:-1925000,25000,-1925000,192,192,153,231,450,0.192192192192192,0.192192192192192,0.153153153153153,0.231231231231231,0.45045045045045,999,999,999,999,999
25000:-1975000,25000,-1975000,92,92,108,237,379,0.0920920920920921,0.0920920920920921,0.108108108108108,0.237237237237237,0.379379379379379,999,999,999,999,999
25000:-2025000,25000,-2025000,287,287,142,171,626,0.287287287287287,0.287287287287287,0.142142142142142,0.171171171171171,0.626626626626627,999,999,999,999,999
25000:-2075000,25000,-2075000,799,799,965,911,183,0.7997997997998,0.7997997997998,0.965965965965966,0.911911911911912,0.183183183183183,999,999,999,999,999
25000:-2125000,25000,-2125000,616,616,634,604,364,0.616616616616617,0.616616616616617,0.634634634634635,0.604604604604605,0.364364364364364,999,999,999,999,999
25000:-2175000,25000,-2175000,712,712,891,847,280,0.712712712712713,0.712712712712713,0.891891891891892,0.847847847847848,0.28028028028028,999,999,999,999,999
25000:-2225000,25000,-2225000,85,85,614,635,11,0.0850850850850851,0.0850850850850851,0.614614614614615,0.635635635635636,0.011011011011011,999,999,999,999,999
25000:-2275000,25000,-2275000,792,792,888,879,473,0.792792792792793,0.792792792792793,0.888888888888889,0.87987987987988,0.473473473473473,999,999,999,999,999
25000:-2325000,25000,-2325000,466,466,774,750,150,0.466466466466466,0.466466466466466,0.774774774774775,0.750750750750751,0.15015015015015,999,999,999,999,999
25000:-2375000,25000,-2375000,303,303,810,737,18,0.303303303303303,0.303303303303303,0.810810810810811,0.737737737737738,0.018018018018018,999,999,999,999,999
25000:-2425000,25000,-2425000,7,7,511,572,0,0.00700700700700701,0.00700700700700701,0.511511511511512,0.572572572572573,0,999,999,999,999,999
25000:-2475000,25000,-2475000,86,86,753,688,0,0.0860860860860861,0.0860860860860861,0.753753753753754,0.688688688688689,0,999,999,999,999,999
25000:-2525000,25000,-2525000,203,203,877,773,0,0.203203203203203,0.203203203203203,0.877877877877878,0.773773773773774,0,999,999,999,999,999
25000:-2575000,25000,-2575000,400,400,917,825,3,0.4004004004004,0.4004004004004,0.917917917917918,0.825825825825826,0.003003003003003,999,999,999,999,999
25000:-2625000,25000,-2625000,326,326,231,219,523,0.326326326326326,0.326326326326326,0.231231231231231,0.219219219219219,0.523523523523523,999,999,999,999,999
25000:-2675000,25000,-2675000,17,17,695,681,0,0.017017017017017,0.017017017017017,0.695695695695696,0.681681681681682,0,999,999,999,999,999
25000:-2725000,25000,-2725000,122,122,300,369,151,0.122122122122122,0.122122122122122,0.3003003003003,0.369369369369369,0.151151151151151,999,999,999,999,999
25000:-2775000,25000,-2775000,680,680,273,77,875,0.680680680680681,0.680680680680681,0.273273273273273,0.0770770770770771,0.875875875875876,999,999,999,999,999
25000:-2825000,25000,-2825000,333,333,706,680,62,0.333333333333333,0.333333333333333,0.706706706706707,0.680680680680681,0.0620620620620621,999,999,999,999,999
25000:-2875000,25000,-2875000,203,203,782,728,5,0.203203203203203,0.203203203203203,0.782782782782783,0.728728728728729,0.005005005005005,999,999,999,999,999
25000:-2925000,25000,-2925000,74,74,514,564,7,0.0740740740740741,0.0740740740740741,0.514514514514514,0.564564564564565,0.00700700700700701,999,999,999,999,999
25000:-2975000,25000,-2975000,0,0,11,380,0,0,0,0.011011011011011,0.38038038038038,0,999,999,999,999,999
25000:-3025000,25000,-3025000,7,7,145,436,37,0.00700700700700701,0.00700700700700701,0.145145145145145,0.436436436436436,0.037037037037037,999,999,999,999,999
25000:-3075000,25000,-3075000,38,38,366,544,7,0.038038038038038,0.038038038038038,0.366366366366366,0.544544544544545,0.00700700700700701,999,999,999,999,999
25000:-3125000,25000,-3125000,0,0,73,325,0,0,0,0.0730730730730731,0.325325325325325,0,999,999,999,999,999
25000:-3175000,25000,-3175000,0,0,63,406,21,0,0,0.0630630630630631,0.406406406406406,0.021021021021021,999,999,999,999,999
25000:-3225000,25000,-3225000,2,2,103,409,15,0.002002002002002,0.002002002002002,0.103103103103103,0.409409409409409,0.015015015015015,999,999,999,999,999
25000:-3275000,25000,-3275000,328,328,379,389,348,0.328328328328328,0.328328328328328,0.379379379379379,0.389389389389389,0.348348348348348,999,999,999,999,999
25000:-3325000,25000,-3325000,27,27,303,451,12,0.027027027027027,0.027027027027027,0.303303303303303,0.451451451451451,0.012012012012012,999,999,999,999,999
25000:-3375000,25000,-3375000,154,154,495,561,54,0.154154154154154,0.154154154154154,0.495495495495495,0.561561561561562,0.0540540540540541,999,999,999,999,999
