ELEMENT,Axis_0,Axis_1,PE_WE,PE_WE_P,PHYLO_RPE2,PHYLO_RPE_DIFF2,PHYLO_RPE_NULL2
-1575000:-2725000,-1575000,-2725000,,,0.986986986986987,0.960960960960961,
-1575000:-2775000,-1575000,-2775000,,,0.95995995995996,0.956956956956957,
-1575000:-2825000,-1575000,-2825000,,,,,
-1575000:-2875000,-1575000,-2875000,,,0.962962962962963,,
-1575000:-2925000,-1575000,-2925000,,,,,
-1575000:-2975000,-1575000,-2975000,,,,,
-1575000:-3025000,-1575000,-3025000,0.012012012012012,0.012012012012012,,,0.011011011011011
-1575000:-3075000,-1575000,-3075000,,,,,
-1575000:-3125000,-1575000,-3125000,,,,,
-1575000:-3175000,-1575000,-3175000,,,,,
-1575000:-3225000,-1575000,-3225000,,,,,
-1575000:-3275000,-1575000,-3275000,0.991991991991992,0.991991991991992,,0.986986986986987,1
-1575000:-3325000,-1575000,-3325000,0.996996996996997,0.996996996996997,0.974974974974975,0.995995995995996,1
-1575000:-3375000,-1575000,-3375000,1,1,0.972972972972973,0.998998998998999,0.998998998998999
-1575000:-3425000,-1575000,-3425000,0.998998998998999,0.998998998998999,,,1
-1575000:-3475000,-1575000,-3475000,0.965965965965966,0.965965965965966,0.950950950950951,0.963963963963964,
-1575000:-3525000,-1575000,-3525000,,,,,
-1575000:-3775000,-1575000,-3775000,0.980980980980981,0.980980980980981,,0.964964964964965,0.960960960960961
-1575000:-3825000,-1575000,-3825000,0.970970970970971,0.970970970970971,,0.956956956956957,0.950950950950951
-1625000:-2325000,-1625000,-2325000,,,,,
-1625000:-2375000,-1625000,-2375000,,,,,
-1625000:-2425000,-1625000,-2425000,,,,,
-1625000:-2475000,-1625000,-2475000,,,,,
-1625000:-2525000,-1625000,-2525000,,,,,
-1625000:-2575000,-1625000,-2575000,,,,,
-1625000:-2625000,-1625000,-2625000,,,,,
-1625000:-2675000,-1625000,-2675000,,,,,
-1625000:-2725000,-1625000,-2725000,,,,,
-1625000:-2825000,-1625000,-2825000,,,,,
-1625000:-2875000,-1625000,-2875000,,,,,
-1625000:-2925000,-1625000,-2925000,,,,,
-1625000:-3025000,-1625000,-3025000,0.002002002002002,0.002002002002002,,,0.042042042042042
-1625000:-3075000,-1625000,-3075000,,,,,
-1625000:-3125000,-1625000,-3125000,,,,,
-1625000:-3175000,-1625000,-3175000,0.954954954954955,0.954954954954955,,,
-1625000:-3225000,-1625000,-3225000,0.953953953953954,0.953953953953954,,,0.975975975975976
-1625000:-3275000,-1625000,-3275000,0.992992992992993,0.992992992992993,,0.976976976976977,0.997997997997998
-1625000:-3325000,-1625000,-3325000,0.998998998998999,0.998998998998999,,0.958958958958959,1
-1625000:-3375000,-1625000,-3375000,0.992992992992993,0.992992992992993,,0.984984984984985,0.995995995995996
-1625000:-3425000,-1625000,-3425000,,,,,
-1675000:-2425000,-1675000,-2425000,,,,,
-1675000:-2475000,-1675000,-2475000,,,,,
-1675000:-2525000,-1675000,-2525000,,,,,
-1675000:-2575000,-1675000,-2575000,,,,,
-1675000:-2625000,-1675000,-2625000,,,,,
-1675000:-2675000,-1675000,-2675000,,,0.956956956956957,,
-1675000:-2725000,-1675000,-2725000,0.974974974974975,0.974974974974975,0.974974974974975,0.97997997997998,
-1675000:-2775000,-1675000,-2775000,,,,,
-1675000:-2825000,-1675000,-2825000,,,0.952952952952953,,
-1675000:-2875000,-1675000,-2875000,,,,,
-1675000:-2925000,-1675000,-2925000,,,,,
-1675000:-2975000,-1675000,-2975000,,,,,
-1675000:-3025000,-1675000,-3025000,,,,,
-1675000:-3075000,-1675000,-3075000,0.957957957957958,0.957957957957958,,,0.976976976976977
-1675000:-3125000,-1675000,-3125000,0.958958958958959,0.958958958958959,,,0.996996996996997
-1675000:-3175000,-1675000,-3175000,0.955955955955956,0.955955955955956,,,0.993993993993994
-1675000:-3225000,-1675000,-3225000,0.987987987987988,0.987987987987988,,,1
-1675000:-3275000,-1675000,-3275000,0.956956956956957,0.956956956956957,,,
-1725000:-2325000,-1725000,-2325000,,,0.977977977977978,0.972972972972973,
-1725000:-2425000,-1725000,-2425000,,,,,
-1725000:-2475000,-1725000,-2475000,,,,,
-1725000:-2525000,-1725000,-2525000,,,,,
-1725000:-2575000,-1725000,-2575000,,,,,
-1725000:-2625000,-1725000,-2625000,,,,,
-1725000:-2675000,-1725000,-2675000,0.970970970970971,0.970970970970971,0.991991991991992,0.986986986986987,
-1725000:-2725000,-1725000,-2725000,,,,,
-1725000:-2775000,-1725000,-2775000,,,,,
-1725000:-2825000,-1725000,-2825000,,,,,
-1725000:-2875000,-1725000,-2875000,,,,,
-1725000:-2925000,-1725000,-2925000,0.976976976976977,0.976976976976977,,0.961961961961962,0.951951951951952
-1725000:-2975000,-1725000,-2975000,,,,,0.951951951951952
-1725000:-3025000,-1725000,-3025000,0.968968968968969,0.968968968968969,,,0.964964964964965
-1725000:-3075000,-1725000,-3075000,0.972972972972973,0.972972972972973,,,0.978978978978979
-1725000:-3125000,-1725000,-3125000,0.986986986986987,0.986986986986987,,0.965965965965966,0.982982982982983
-1725000:-3175000,-1725000,-3175000,0.985985985985986,0.985985985985986,0.970970970970971,0.985985985985986,
-175000:-1175000,-175000,-1175000,,,,,
-175000:-1225000,-175000,-1225000,,,,,
-175000:-1325000,-175000,-1325000,,,,,
-175000:-1375000,-175000,-1375000,,,,,
-175000:-1425000,-175000,-1425000,,,,,
-175000:-1475000,-175000,-1475000,,,,,
-175000:-1525000,-175000,-1525000,,,,,
-175000:-1575000,-175000,-1575000,,,,,
-175000:-1625000,-175000,-1625000,,,,,
-175000:-1675000,-175000,-1675000,,,,,
-175000:-1725000,-175000,-1725000,,,,,
-175000:-1775000,-175000,-1775000,,,,,
-175000:-1825000,-175000,-1825000,0.021021021021021,0.021021021021021,,,0.021021021021021
-175000:-1875000,-175000,-1875000,0,0,,,0
-175000:-1925000,-175000,-1925000,,,,,
-175000:-1975000,-175000,-1975000,0.025025025025025,0.025025025025025,,,
-175000:-2025000,-175000,-2025000,0.016016016016016,0.016016016016016,,,
-175000:-2075000,-175000,-2075000,,,,,
-175000:-2125000,-175000,-2125000,,,,,
-175000:-2175000,-175000,-2175000,0.043043043043043,0.043043043043043,,,0.024024024024024
-175000:-2225000,-175000,-2225000,,,,,0.002002002002002
-175000:-2275000,-175000,-2275000,,,,,
-175000:-2325000,-175000,-2325000,,,,,
-175000:-2375000,-175000,-2375000,,,,,
-175000:-2425000,-175000,-2425000,,,,,
-175000:-2475000,-175000,-2475000,,,,,
-175000:-2525000,-175000,-2525000,,,,,0.005005005005005
-175000:-2575000,-175000,-2575000,0.019019019019019,0.019019019019019,,,0
-175000:-2625000,-175000,-2625000,,,,,
-175000:-2675000,-175000,-2675000,,,,,
-175000:-2725000,-175000,-2725000,,,,,
-175000:-2775000,-175000,-2775000,,,,,
-175000:-2825000,-175000,-2825000,,,,,
-175000:-2875000,-175000,-2875000,,,,,0.004004004004004
-175000:-2925000,-175000,-2925000,0.013013013013013,0.013013013013013,,,
-175000:-2975000,-175000,-2975000,0.00700700700700701,0.00700700700700701,,,0.003003003003003
-175000:-3075000,-175000,-3075000,,,,,0.048048048048048
-175000:-3125000,-175000,-3125000,0.004004004004004,0.004004004004004,,,0.003003003003003
-175000:-3175000,-175000,-3175000,0,0,,,0.002002002002002
-175000:-3225000,-175000,-3225000,0.001001001001001,0.001001001001001,,,0
-175000:-3275000,-175000,-3275000,0.001001001001001,0.001001001001001,,,0.001001001001001
-175000:-3325000,-175000,-3325000,0.001001001001001,0.001001001001001,,,0.004004004004004
-175000:-3425000,-175000,-3425000,,,,,
-1775000:-2475000,-1775000,-2475000,,,,,
-1775000:-2525000,-1775000,-2525000,,,,,0.950950950950951
-1775000:-2575000,-1775000,-2575000,,,,,
-1775000:-2625000,-1775000,-2625000,0.953953953953954,0.953953953953954,0.954954954954955,0.961961961961962,
-1775000:-2675000,-1775000,-2675000,,,,0.034034034034034,
-1775000:-2725000,-1775000,-2725000,,,,,
-1775000:-2775000,-1775000,-2775000,0.973973973973974,0.973973973973974,,,0.987987987987988
-1775000:-2825000,-1775000,-2825000,,,,,
-1775000:-2875000,-1775000,-2875000,,,,,
-1775000:-2925000,-1775000,-2925000,,,,,
-1775000:-2975000,-1775000,-2975000,0.976976976976977,0.976976976976977,,0.977977977977978,0.960960960960961
-1775000:-3025000,-1775000,-3025000,0.955955955955956,0.955955955955956,,0.01001001001001,0.997997997997998
-1775000:-3075000,-1775000,-3075000,0.951951951951952,0.951951951951952,,,0.970970970970971
-1825000:-2475000,-1825000,-2475000,0.994994994994995,0.994994994994995,0.988988988988989,0.995995995995996,0.984984984984985
-1825000:-2525000,-1825000,-2525000,0.996996996996997,0.996996996996997,0.997997997997998,0.998998998998999,
-1825000:-2575000,-1825000,-2575000,0.981981981981982,0.981981981981982,0.998998998998999,0.98998998998999,
-1825000:-2625000,-1825000,-2625000,0.995995995995996,0.995995995995996,0.98998998998999,0.995995995995996,0.984984984984985
-1825000:-2675000,-1825000,-2675000,0.972972972972973,0.972972972972973,0.978978978978979,0.988988988988989,
-1825000:-2725000,-1825000,-2725000,,,,,
-1825000:-2775000,-1825000,-2775000,,,,,
-1825000:-2825000,-1825000,-2825000,0.967967967967968,0.967967967967968,,,
-1825000:-2875000,-1825000,-2875000,,,,,
-1825000:-2925000,-1825000,-2925000,1,1,0.991991991991992,1,0.998998998998999
-1825000:-2975000,-1825000,-2975000,0.005005005005005,0.005005005005005,0,0.001001001001001,0.985985985985986
-1825000:-3025000,-1825000,-3025000,1,1,0.974974974974975,1,1
-1875000:-2525000,-1875000,-2525000,0.995995995995996,0.995995995995996,0.991991991991992,0.996996996996997,0.965965965965966
-1875000:-2725000,-1875000,-2725000,,,,,
-1875000:-2775000,-1875000,-2775000,0.98998998998999,0.98998998998999,,0.984984984984985,0.986986986986987
-1875000:-2875000,-1875000,-2875000,,,,,
-1875000:-2925000,-1875000,-2925000,,,,,
-225000:-1225000,-225000,-1225000,,,,,
-225000:-1375000,-225000,-1375000,,,,,
-225000:-1425000,-225000,-1425000,,,,,
-225000:-1475000,-225000,-1475000,,,,,
-225000:-1525000,-225000,-1525000,,,,,
-225000:-1575000,-225000,-1575000,,,,,
-225000:-1625000,-225000,-1625000,,,,,
-225000:-1675000,-225000,-1675000,,,,,
-225000:-1725000,-225000,-1725000,,,,,
-225000:-1775000,-225000,-1775000,,,,,
-225000:-1825000,-225000,-1825000,,,,,
-225000:-1875000,-225000,-1875000,0.032032032032032,0.032032032032032,,,
-225000:-1925000,-225000,-1925000,,,,,
-225000:-1975000,-225000,-1975000,,,,,
-225000:-2025000,-225000,-2025000,,,,,
-225000:-2075000,-225000,-2075000,,,,,
-225000:-2125000,-225000,-2125000,,,,,
-225000:-2175000,-225000,-2175000,,,,,
-225000:-2225000,-225000,-2225000,,,,,
-225000:-2275000,-225000,-2275000,,,,,0.018018018018018
-225000:-2325000,-225000,-2325000,,,,,
-225000:-2375000,-225000,-2375000,,,0.951951951951952,,
-225000:-2425000,-225000,-2425000,,,,,
-225000:-2475000,-225000,-2475000,,,,,
-225000:-2525000,-225000,-2525000,,,,,
-225000:-2575000,-225000,-2575000,,,,,
-225000:-2625000,-225000,-2625000,0.95995995995996,0.95995995995996,,0.952952952952953,
-225000:-2675000,-225000,-2675000,0.002002002002002,0.002002002002002,,,0.019019019019019
-225000:-2725000,-225000,-2725000,,,,,
-225000:-2775000,-225000,-2775000,,,,,
-225000:-2825000,-225000,-2825000,,,,,0.025025025025025
-225000:-2875000,-225000,-2875000,,,,,
-225000:-2925000,-225000,-2925000,,,,,
-225000:-2975000,-225000,-2975000,,,,,
-225000:-3025000,-225000,-3025000,0.046046046046046,0.046046046046046,,,
-225000:-3075000,-225000,-3075000,,,,,
-225000:-3125000,-225000,-3125000,,,,,
-225000:-3175000,-225000,-3175000,,,,,
-225000:-3225000,-225000,-3225000,0.004004004004004,0.004004004004004,,,0.047047047047047
-225000:-3275000,-225000,-3275000,0.029029029029029,0.029029029029029,,,0.02002002002002
-225000:-3325000,-225000,-3325000,0.024024024024024,0.024024024024024,,,0.013013013013013
-225000:-3425000,-225000,-3425000,,,,,
-25000:-1175000,-25000,-1175000,,,,,
-25000:-1325000,-25000,-1325000,,,,,
-25000:-1375000,-25000,-1375000,,,,,
-25000:-1425000,-25000,-1425000,,,,,
-25000:-1475000,-25000,-1475000,,,,,
-25000:-1525000,-25000,-1525000,,,,,
-25000:-1575000,-25000,-1575000,,,,,
-25000:-1625000,-25000,-1625000,,,,,
-25000:-1675000,-25000,-1675000,0.02002002002002,0.02002002002002,,,
-25000:-1725000,-25000,-1725000,,,,,
-25000:-1775000,-25000,-1775000,0.018018018018018,0.018018018018018,,,
-25000:-1825000,-25000,-1825000,,,,,
-25000:-1875000,-25000,-1875000,,,,,
-25000:-1925000,-25000,-1925000,,,,,
-25000:-1975000,-25000,-1975000,,,,,
-25000:-2025000,-25000,-2025000,,,,,
-25000:-2075000,-25000,-2075000,,,,,
-25000:-2175000,-25000,-2175000,,,,,
-25000:-2225000,-25000,-2225000,,,,,
-25000:-2325000,-25000,-2325000,,,,,
-25000:-2375000,-25000,-2375000,,,,,0
-25000:-2425000,-25000,-2425000,,,,,0.001001001001001
-25000:-2475000,-25000,-2475000,,,,,0.002002002002002
-25000:-2525000,-25000,-2525000,,,,,0
-25000:-2575000,-25000,-2575000,0.023023023023023,0.023023023023023,,,0
-25000:-2625000,-25000,-2625000,0.003003003003003,0.003003003003003,,,0
-25000:-2675000,-25000,-2675000,0.048048048048048,0.048048048048048,,,0.004004004004004
-25000:-2725000,-25000,-2725000,,,,,
-25000:-2775000,-25000,-2775000,,,,,
-25000:-2825000,-25000,-2825000,,,,,
-25000:-2875000,-25000,-2875000,,,,,
-25000:-2925000,-25000,-2925000,0.023023023023023,0.023023023023023,,,0.00600600600600601
-25000:-2975000,-25000,-2975000,,,,,
-25000:-3025000,-25000,-3025000,,,,,
-25000:-3075000,-25000,-3075000,,,,,0.039039039039039
-25000:-3125000,-25000,-3125000,0.013013013013013,0.013013013013013,,,
-25000:-3175000,-25000,-3175000,0.00800800800800801,0.00800800800800801,,,
-25000:-3225000,-25000,-3225000,0.002002002002002,0.002002002002002,,,0.011011011011011
-25000:-3275000,-25000,-3275000,0.00800800800800801,0.00800800800800801,,,0.016016016016016
-25000:-3325000,-25000,-3325000,0.003003003003003,0.003003003003003,,,0
-25000:-3375000,-25000,-3375000,0.04004004004004,0.04004004004004,,,
-25000:-3425000,-25000,-3425000,,,,,
-25000:-3475000,-25000,-3475000,,,,,
-275000:-1525000,-275000,-1525000,,,,,
-275000:-1575000,-275000,-1575000,,,,,
-275000:-1625000,-275000,-1625000,,,,,
-275000:-1675000,-275000,-1675000,,,,,
-275000:-1725000,-275000,-1725000,,,,,
-275000:-1775000,-275000,-1775000,,,,,
-275000:-1825000,-275000,-1825000,,,,,
-275000:-1875000,-275000,-1875000,,,,,
-275000:-1925000,-275000,-1925000,,,,,0.018018018018018
-275000:-1975000,-275000,-1975000,,,,,0.013013013013013
-275000:-2025000,-275000,-2025000,,,,,
-275000:-2075000,-275000,-2075000,,,,,
-275000:-2125000,-275000,-2125000,,,,,
-275000:-2175000,-275000,-2175000,,,,,
-275000:-2225000,-275000,-2225000,,,,,
-275000:-2275000,-275000,-2275000,0.014014014014014,0.014014014014014,,,0.003003003003003
-275000:-2325000,-275000,-2325000,,,,,0.024024024024024
-275000:-2375000,-275000,-2375000,,,,,0.00800800800800801
-275000:-2425000,-275000,-2425000,,,,,
-275000:-2475000,-275000,-2475000,0.00600600600600601,0.00600600600600601,0.028028028028028,,
-275000:-2525000,-275000,-2525000,,,,,
-275000:-2575000,-275000,-2575000,,,,,
-275000:-2625000,-275000,-2625000,0.004004004004004,0.004004004004004,,,0.016016016016016
-275000:-2675000,-275000,-2675000,,,,,
-275000:-2725000,-275000,-2725000,,,,,
-275000:-2775000,-275000,-2775000,,,,,0.029029029029029
-275000:-2825000,-275000,-2825000,,,,,0
-275000:-2875000,-275000,-2875000,,,,,0.001001001001001
-275000:-2925000,-275000,-2925000,,,,,
-275000:-3025000,-275000,-3025000,0,0,0.01001001001001,,0.031031031031031
-275000:-3075000,-275000,-3075000,0.01001001001001,0.01001001001001,,,0
-275000:-3125000,-275000,-3125000,,,,,0.024024024024024
-275000:-3175000,-275000,-3175000,,,,,
-275000:-3275000,-275000,-3275000,,,,,0.028028028028028
-275000:-3425000,-275000,-3425000,,,,,
-275000:-3475000,-275000,-3475000,,,,,
-325000:-1575000,-325000,-1575000,0.016016016016016,0.016016016016016,,,
-325000:-1625000,-325000,-1625000,,,,,
-325000:-1675000,-325000,-1675000,,,,,
-325000:-1725000,-325000,-1725000,,,,,
-325000:-1775000,-325000,-1775000,,,,,
-325000:-1825000,-325000,-1825000,,,,,
-325000:-1875000,-325000,-1875000,,,,,
-325000:-1925000,-325000,-1925000,,,,,
-325000:-1975000,-325000,-1975000,,,,,
-325000:-2025000,-325000,-2025000,,,,,
-325000:-2075000,-325000,-2075000,,,,,
-325000:-2125000,-325000,-2125000,,,,,0.025025025025025
-325000:-2175000,-325000,-2175000,,,,,
-325000:-2225000,-325000,-2225000,,,,,
-325000:-2275000,-325000,-2275000,,,,,
-325000:-2325000,-325000,-2325000,,,,,0.011011011011011
-325000:-2375000,-325000,-2375000,,,,,
-325000:-2425000,-325000,-2425000,,,,,
-325000:-2475000,-325000,-2475000,,,,,
-325000:-2525000,-325000,-2525000,,,,,0.035035035035035
-325000:-2575000,-325000,-2575000,,,,,
-325000:-2625000,-325000,-2625000,,,,,0.039039039039039
-325000:-2675000,-325000,-2675000,,,,,
-325000:-2725000,-325000,-2725000,,,,,0.038038038038038
-325000:-2775000,-325000,-2775000,0.031031031031031,0.031031031031031,,,0.032032032032032
-325000:-2825000,-325000,-2825000,,,,,0.017017017017017
-325000:-2875000,-325000,-2875000,,,,,
-325000:-3075000,-325000,-3075000,,,,,
-325000:-3175000,-325000,-3175000,0.027027027027027,0.027027027027027,,,
-325000:-3225000,-325000,-3225000,,,,,
-325000:-3325000,-325000,-3325000,,,,,
-325000:-3375000,-325000,-3375000,,,,,
-325000:-3425000,-325000,-3425000,,,,,
-325000:-3475000,-325000,-3475000,,,,,
-375000:-1575000,-375000,-1575000,,,,,
-375000:-1625000,-375000,-1625000,,,0.038038038038038,,
-375000:-1675000,-375000,-1675000,,,,,
-375000:-1725000,-375000,-1725000,,,,,
-375000:-1775000,-375000,-1775000,,,,,
-375000:-1825000,-375000,-1825000,,,,,
-375000:-1875000,-375000,-1875000,,,,,0.035035035035035
-375000:-1925000,-375000,-1925000,,,,,
-375000:-1975000,-375000,-1975000,,,,,
-375000:-2025000,-375000,-2025000,,,,,
-375000:-2075000,-375000,-2075000,,,,,
-375000:-2125000,-375000,-2125000,,,,,
-375000:-2175000,-375000,-2175000,,,,,
-375000:-2475000,-375000,-2475000,,,,,
-375000:-2575000,-375000,-2575000,,,0.974974974974975,,
-375000:-2625000,-375000,-2625000,,,,,
-375000:-2675000,-375000,-2675000,,,,,
-375000:-2725000,-375000,-2725000,,,,,0.001001001001001
-375000:-2775000,-375000,-2775000,,,,,
-375000:-2825000,-375000,-2825000,,,,,0.036036036036036
-375000:-2875000,-375000,-2875000,,,,,
-375000:-3025000,-375000,-3025000,,,,,
-375000:-3175000,-375000,-3175000,0.045045045045045,0.045045045045045,,,
-375000:-3275000,-375000,-3275000,,,,,
-375000:-3325000,-375000,-3325000,,,,,
-375000:-3375000,-375000,-3375000,0.037037037037037,0.037037037037037,,,
-375000:-3425000,-375000,-3425000,,,,,
-375000:-3475000,-375000,-3475000,,,,,
-425000:-1575000,-425000,-1575000,,,,,
-425000:-1625000,-425000,-1625000,,,,,
-425000:-1675000,-425000,-1675000,,,,,
-425000:-1725000,-425000,-1725000,,,,,
-425000:-1775000,-425000,-1775000,,,,,
-425000:-1825000,-425000,-1825000,,,,,
-425000:-1875000,-425000,-1875000,,,,,
-425000:-1925000,-425000,-1925000,,,,,
-425000:-1975000,-425000,-1975000,,,,,
-425000:-2025000,-425000,-2025000,,,,,
-425000:-2075000,-425000,-2075000,0.00900900900900901,0.00900900900900901,,,0.016016016016016
-425000:-2125000,-425000,-2125000,,,,,0.025025025025025
-425000:-2175000,-425000,-2175000,,,,,
-425000:-2225000,-425000,-2225000,0.951951951951952,0.951951951951952,,,
-425000:-2275000,-425000,-2275000,,,,,
-425000:-2325000,-425000,-2325000,,,0.95995995995996,,
-425000:-2475000,-425000,-2475000,,,,,
-425000:-2675000,-425000,-2675000,,,,,0.015015015015015
-425000:-2725000,-425000,-2725000,,,,,
-425000:-2775000,-425000,-2775000,0.003003003003003,0.003003003003003,,,0.014014014014014
-425000:-2825000,-425000,-2825000,,,,,
-425000:-3075000,-425000,-3075000,,,,,
-425000:-3175000,-425000,-3175000,,,,,
-425000:-3275000,-425000,-3275000,,,,,
-425000:-3475000,-425000,-3475000,,,,,
-425000:-3525000,-425000,-3525000,,,,,
-475000:-1525000,-475000,-1525000,0.994994994994995,0.994994994994995,,,1
-475000:-1625000,-475000,-1625000,,,,,
-475000:-1675000,-475000,-1675000,,,,,
-475000:-1725000,-475000,-1725000,,,,,
-475000:-1775000,-475000,-1775000,,,,,
-475000:-1825000,-475000,-1825000,,,,,
-475000:-1875000,-475000,-1875000,,,,,
-475000:-1925000,-475000,-1925000,,,,,
-475000:-1975000,-475000,-1975000,,,,,
-475000:-2025000,-475000,-2025000,0.025025025025025,0.025025025025025,,,
-475000:-2075000,-475000,-2075000,,,,,
-475000:-2125000,-475000,-2125000,,,,,
-475000:-2175000,-475000,-2175000,,,,,
-475000:-2225000,-475000,-2225000,,,0.984984984984985,0.972972972972973,
-475000:-2325000,-475000,-2325000,,,,,
-475000:-2375000,-475000,-2375000,,,,,
-475000:-2475000,-475000,-2475000,,,,,
-475000:-2675000,-475000,-2675000,,,,,
-475000:-2725000,-475000,-2725000,,,,,
-475000:-2775000,-475000,-2775000,,,,,
-475000:-2825000,-475000,-2825000,,,,,
-475000:-2875000,-475000,-2875000,,,,,
-475000:-2925000,-475000,-2925000,,,0.963963963963964,,
-475000:-3025000,-475000,-3025000,,,,,
-475000:-3175000,-475000,-3175000,,,,,
-475000:-3225000,-475000,-3225000,,,,,
-475000:-3475000,-475000,-3475000,,,,,
-475000:-3525000,-475000,-3525000,,,,,
-525000:-1475000,-525000,-1475000,,,,,
-525000:-1525000,-525000,-1525000,,,,,
-525000:-1575000,-525000,-1575000,,,,,
-525000:-1625000,-525000,-1625000,,,,,
-525000:-1725000,-525000,-1725000,,,,,
-525000:-1775000,-525000,-1775000,,,,,
-525000:-1825000,-525000,-1825000,,,,,
-525000:-1875000,-525000,-1875000,,,,,
-525000:-1925000,-525000,-1925000,,,,,
-525000:-1975000,-525000,-1975000,,,,,
-525000:-2025000,-525000,-2025000,,,,,
-525000:-2125000,-525000,-2125000,,,,,
-525000:-2175000,-525000,-2175000,,,,,
-525000:-2475000,-525000,-2475000,,,,,
-525000:-2675000,-525000,-2675000,,,,,
-525000:-2725000,-525000,-2725000,0,0,,,0.003003003003003
-525000:-2775000,-525000,-2775000,,,,,
-525000:-2825000,-525000,-2825000,0.049049049049049,0.049049049049049,,,0.001001001001001
-525000:-2875000,-525000,-2875000,0.049049049049049,0.049049049049049,,,
-525000:-2925000,-525000,-2925000,,,,,
-525000:-2975000,-525000,-2975000,,,,,
-525000:-3075000,-525000,-3075000,,,,,
-525000:-3375000,-525000,-3375000,,,,,
-525000:-3475000,-525000,-3475000,,,,,
-525000:-3525000,-525000,-3525000,0.984984984984985,0.984984984984985,,0.980980980980981,0.954954954954955
-575000:-1475000,-575000,-1475000,,,,,
-575000:-1525000,-575000,-1525000,,,,,
-575000:-1575000,-575000,-1575000,,,,,0.950950950950951
-575000:-1625000,-575000,-1625000,,,,0.048048048048048,0.952952952952953
-575000:-1675000,-575000,-1675000,,,,,
-575000:-1725000,-575000,-1725000,,,,,
-575000:-1775000,-575000,-1775000,,,,,
-575000:-1825000,-575000,-1825000,,,,,
-575000:-1875000,-575000,-1875000,,,,,
-575000:-1925000,-575000,-1925000,,,,,
-575000:-1975000,-575000,-1975000,,,,,
-575000:-2025000,-575000,-2025000,,,,,
-575000:-2075000,-575000,-2075000,,,,,
-575000:-2175000,-575000,-2175000,,,,,
-575000:-2225000,-575000,-2225000,,,,,
-575000:-2625000,-575000,-2625000,,,,,
-575000:-2675000,-575000,-2675000,,,,,
-575000:-2725000,-575000,-2725000,,,,,
-575000:-2775000,-575000,-2775000,,,,,
-575000:-2825000,-575000,-2825000,,,,,
-575000:-2875000,-575000,-2875000,0.044044044044044,0.044044044044044,,,0.049049049049049
-575000:-2925000,-575000,-2925000,,,,,
-575000:-2975000,-575000,-2975000,,,,,
-575000:-3025000,-575000,-3025000,,,,,
-575000:-3075000,-575000,-3075000,0.016016016016016,0.016016016016016,,,0.024024024024024
-575000:-3125000,-575000,-3125000,,,,,
-575000:-3225000,-575000,-3225000,,,,,
-575000:-3275000,-575000,-3275000,,,,,
-575000:-3375000,-575000,-3375000,,,,,0.004004004004004
-575000:-3475000,-575000,-3475000,,,,,
-575000:-3525000,-575000,-3525000,0.986986986986987,0.986986986986987,,0.968968968968969,0.977977977977978
-575000:-3575000,-575000,-3575000,0.993993993993994,0.993993993993994,,0.992992992992993,0.992992992992993
-625000:-1475000,-625000,-1475000,,,,,
-625000:-1525000,-625000,-1525000,,,,0.048048048048048,
-625000:-1575000,-625000,-1575000,,,,0.039039039039039,
-625000:-1625000,-625000,-1625000,,,0.028028028028028,0.017017017017017,
-625000:-1675000,-625000,-1675000,,,,,
-625000:-1725000,-625000,-1725000,,,,,
-625000:-1775000,-625000,-1775000,,,,,
-625000:-1825000,-625000,-1825000,,,,,
-625000:-1875000,-625000,-1875000,,,,,
-625000:-1925000,-625000,-1925000,,,,,
-625000:-1975000,-625000,-1975000,,,,,
-625000:-2025000,-625000,-2025000,,,,,
-625000:-2075000,-625000,-2075000,,,,,
-625000:-2275000,-625000,-2275000,,,,,
-625000:-2325000,-625000,-2325000,0.988988988988989,0.988988988988989,,0.98998998998999,0.970970970970971
-625000:-2375000,-625000,-2375000,,,,,
-625000:-2425000,-625000,-2425000,,,0.961961961961962,,
-625000:-2475000,-625000,-2475000,,,,,
-625000:-2525000,-625000,-2525000,0.001001001001001,0.001001001001001,,,0.04004004004004
-625000:-2675000,-625000,-2675000,,,,,
-625000:-2775000,-625000,-2775000,0.00700700700700701,0.00700700700700701,,,0.003003003003003
-625000:-2825000,-625000,-2825000,,,,,
-625000:-2875000,-625000,-2875000,,,,,
-625000:-2925000,-625000,-2925000,,,,,
-625000:-3075000,-625000,-3075000,,,,,
-625000:-3125000,-625000,-3125000,,,,,
-625000:-3175000,-625000,-3175000,,,,,
-625000:-3225000,-625000,-3225000,,,,,
-625000:-3275000,-625000,-3275000,,,,,
-625000:-3325000,-625000,-3325000,,,,,
-625000:-3375000,-625000,-3375000,0.038038038038038,0.038038038038038,,,
-625000:-3525000,-625000,-3525000,0.991991991991992,0.991991991991992,,0.986986986986987,0.987987987987988
-625000:-3575000,-625000,-3575000,,,,,
-675000:-1525000,-675000,-1525000,,,,0.041041041041041,
-675000:-1575000,-675000,-1575000,,,,,
-675000:-1625000,-675000,-1625000,,,,,
-675000:-1675000,-675000,-1675000,,,,,
-675000:-1725000,-675000,-1725000,,,,,
-675000:-1775000,-675000,-1775000,,,,,
-675000:-1825000,-675000,-1825000,,,,,
-675000:-1875000,-675000,-1875000,,,,,
-675000:-1925000,-675000,-1925000,,,,,
-675000:-1975000,-675000,-1975000,,,,,
-675000:-2025000,-675000,-2025000,,,,,
-675000:-2075000,-675000,-2075000,,,,,
