ELEMENT,Axis_0,Axis_1,PE_WE,PE_WE_P,PHYLO_RPE2,PHYLO_RPE_DIFF2,PHYLO_RPE_NULL2
-675000:-2375000,-675000,-2375000,,,0.96996996996997,0.957957957957958,
-675000:-2425000,-675000,-2425000,,,,,
-675000:-2475000,-675000,-2475000,,,,,
-675000:-2625000,-675000,-2625000,,,,,
-675000:-2675000,-675000,-2675000,,,,,
-675000:-2725000,-675000,-2725000,,,,,
-675000:-2775000,-675000,-2775000,,,,,
-675000:-2825000,-675000,-2825000,,,,,
-675000:-2925000,-675000,-2925000,,,,,
-675000:-2975000,-675000,-2975000,,,,,
-675000:-3225000,-675000,-3225000,,,,,
-675000:-3325000,-675000,-3325000,,,,,
-675000:-3375000,-675000,-3375000,,,,,
-675000:-3425000,-675000,-3425000,,,,,
-675000:-3575000,-675000,-3575000,,,,,
-725000:-1575000,-725000,-1575000,,,,0.013013013013013,0.981981981981982
-725000:-1625000,-725000,-1625000,,,,0.044044044044044,
-725000:-1675000,-725000,-1675000,,,,,
-725000:-1725000,-725000,-1725000,,,,,
-725000:-1775000,-725000,-1775000,,,,,
-725000:-1825000,-725000,-1825000,,,,,
-725000:-1875000,-725000,-1875000,,,,,
-725000:-1925000,-725000,-1925000,,,,,0.047047047047047
-725000:-1975000,-725000,-1975000,,,,,
-725000:-2025000,-725000,-2025000,,,,,
-725000:-2075000,-725000,-2075000,,,,,
-725000:-2125000,-725000,-2125000,,,,,
-725000:-2175000,-725000,-2175000,,,,,
-725000:-2225000,-725000,-2225000,,,,,
-725000:-2425000,-725000,-2425000,,,,,
-725000:-2475000,-725000,-2475000,,,,,
-725000:-2525000,-725000,-2525000,,,,,
-725000:-2575000,-725000,-2575000,0.001001001001001,0.001001001001001,0.032032032032032,,
-725000:-2625000,-725000,-2625000,,,0.963963963963964,,
-725000:-2675000,-725000,-2675000,0.001001001001001,0.001001001001001,,,0.002002002002002
-725000:-2725000,-725000,-2725000,,,,,0.003003003003003
-725000:-2925000,-725000,-2925000,0.012012012012012,0.012012012012012,,,
-725000:-2975000,-725000,-2975000,,,,,
-725000:-3125000,-725000,-3125000,,,,,
-725000:-3175000,-725000,-3175000,,,,,
-725000:-3225000,-725000,-3225000,,,,,
-725000:-3325000,-725000,-3325000,,,,,
-725000:-3375000,-725000,-3375000,,,,,
-725000:-3425000,-725000,-3425000,,,,,
-725000:-3575000,-725000,-3575000,,,,,
-725000:-3675000,-725000,-3675000,0.991991991991992,0.991991991991992,0.960960960960961,0.98998998998999,0.983983983983984
-75000:-1175000,-75000,-1175000,,,,,
-75000:-1225000,-75000,-1225000,,,,,
-75000:-1275000,-75000,-1275000,,,,,
-75000:-1325000,-75000,-1325000,,,,,
-75000:-1375000,-75000,-1375000,,,,,
-75000:-1425000,-75000,-1425000,,,,,
-75000:-1475000,-75000,-1475000,,,,,
-75000:-1525000,-75000,-1525000,,,,,
-75000:-1575000,-75000,-1575000,,,,,
-75000:-1625000,-75000,-1625000,,,,,
-75000:-1675000,-75000,-1675000,0.045045045045045,0.045045045045045,,,
-75000:-1725000,-75000,-1725000,,,,,
-75000:-1775000,-75000,-1775000,,,,,
-75000:-1825000,-75000,-1825000,,,,,
-75000:-1875000,-75000,-1875000,,,,,
-75000:-1925000,-75000,-1925000,0.021021021021021,0.021021021021021,,,
-75000:-1975000,-75000,-1975000,,,,,
-75000:-2025000,-75000,-2025000,0.013013013013013,0.013013013013013,,,
-75000:-2075000,-75000,-2075000,,,,,
-75000:-2125000,-75000,-2125000,0.018018018018018,0.018018018018018,,,
-75000:-2225000,-75000,-2225000,,,,,
-75000:-2275000,-75000,-2275000,,,,,
-75000:-2325000,-75000,-2325000,,,,,0
-75000:-2375000,-75000,-2375000,,,,,0
-75000:-2425000,-75000,-2425000,,,,,0.002002002002002
-75000:-2475000,-75000,-2475000,,,,,0.00600600600600601
-75000:-2525000,-75000,-2525000,,,,,0
-75000:-2575000,-75000,-2575000,,,,,0
-75000:-2625000,-75000,-2625000,0.013013013013013,0.013013013013013,,,0
-75000:-2675000,-75000,-2675000,,,,,0.00800800800800801
-75000:-2725000,-75000,-2725000,,,,,0.037037037037037
-75000:-2775000,-75000,-2775000,,,,,
-75000:-2825000,-75000,-2825000,,,,,
-75000:-2875000,-75000,-2875000,,,,,
-75000:-2925000,-75000,-2925000,0,0,,,0
-75000:-2975000,-75000,-2975000,,,,,
-75000:-3025000,-75000,-3025000,0.005005005005005,0.005005005005005,,,0.00900900900900901
-75000:-3075000,-75000,-3075000,,,,,
-75000:-3125000,-75000,-3125000,,,,,0.013013013013013
-75000:-3275000,-75000,-3275000,,,,,
-75000:-3325000,-75000,-3325000,,,,,
-75000:-3425000,-75000,-3425000,,,,,
-775000:-1525000,-775000,-1525000,,,,,
-775000:-1625000,-775000,-1625000,,,,,
-775000:-1675000,-775000,-1675000,,,,,
-775000:-1725000,-775000,-1725000,,,,,
-775000:-1775000,-775000,-1775000,0.964964964964965,0.964964964964965,,0.953953953953954,
-775000:-1825000,-775000,-1825000,,,,,
-775000:-1875000,-775000,-1875000,,,,,
-775000:-1925000,-775000,-1925000,,,,,
-775000:-1975000,-775000,-1975000,,,,,
-775000:-2025000,-775000,-2025000,,,,,
-775000:-2075000,-775000,-2075000,,,,,
-775000:-2125000,-775000,-2125000,,,,,
-775000:-2175000,-775000,-2175000,,,,,
-775000:-2275000,-775000,-2275000,,,,,
-775000:-2425000,-775000,-2425000,,,0.972972972972973,,
-775000:-2475000,-775000,-2475000,,,,,
-775000:-2675000,-775000,-2675000,,,,,0.025025025025025
-775000:-2725000,-775000,-2725000,,,,,
-775000:-2775000,-775000,-2775000,,,,,
-775000:-2825000,-775000,-2825000,,,,,
-775000:-2975000,-775000,-2975000,,,,,
-775000:-3025000,-775000,-3025000,,,,,
-775000:-3075000,-775000,-3075000,,,,,
-775000:-3125000,-775000,-3125000,,,,,
-775000:-3275000,-775000,-3275000,,,,,
-775000:-3325000,-775000,-3325000,,,,,
-775000:-3375000,-775000,-3375000,0.015015015015015,0.015015015015015,,,
-775000:-3425000,-775000,-3425000,,,,,
-775000:-3525000,-775000,-3525000,,,,,
-775000:-3575000,-775000,-3575000,,,,,
-775000:-3625000,-775000,-3625000,0.956956956956957,0.956956956956957,,,
-775000:-3675000,-775000,-3675000,0.987987987987988,0.987987987987988,,,0.997997997997998
-775000:-3725000,-775000,-3725000,0.974974974974975,0.974974974974975,,0.965965965965966,0.966966966966967
-825000:-1775000,-825000,-1775000,,,,,
-825000:-1825000,-825000,-1825000,,,,,
-825000:-1875000,-825000,-1875000,,,,,
-825000:-1925000,-825000,-1925000,,,,,0.037037037037037
-825000:-1975000,-825000,-1975000,,,,,
-825000:-2025000,-825000,-2025000,,,,,
-825000:-2075000,-825000,-2075000,,,,,
-825000:-2175000,-825000,-2175000,,,,,
-825000:-2325000,-825000,-2325000,,,,,
-825000:-2375000,-825000,-2375000,,,0.041041041041041,0.037037037037037,
-825000:-2425000,-825000,-2425000,,,,,
-825000:-2475000,-825000,-2475000,,,,,
-825000:-2525000,-825000,-2525000,,,0.984984984984985,0.967967967967968,
-825000:-2575000,-825000,-2575000,,,,,
-825000:-2625000,-825000,-2625000,,,0.974974974974975,0.955955955955956,
-825000:-2725000,-825000,-2725000,,,,,
-825000:-2775000,-825000,-2775000,,,,,
-825000:-2825000,-825000,-2825000,,,,,
-825000:-3075000,-825000,-3075000,,,,,
-825000:-3175000,-825000,-3175000,,,,,
-825000:-3275000,-825000,-3275000,,,,,
-825000:-3325000,-825000,-3325000,,,,,
-825000:-3375000,-825000,-3375000,,,,,
-825000:-3425000,-825000,-3425000,,,,,
-825000:-3475000,-825000,-3475000,0.016016016016016,0.016016016016016,,,
-825000:-3525000,-825000,-3525000,,,,,
-825000:-3575000,-825000,-3575000,,,,,
-825000:-3625000,-825000,-3625000,0.966966966966967,0.966966966966967,,0.953953953953954,0.952952952952953
-825000:-3675000,-825000,-3675000,0.996996996996997,0.996996996996997,,0.982982982982983,0.993993993993994
-825000:-3725000,-825000,-3725000,0.974974974974975,0.974974974974975,,,0.990990990990991
-875000:-1725000,-875000,-1725000,,,,,
-875000:-1775000,-875000,-1775000,,,,,
-875000:-1825000,-875000,-1825000,,,,,
-875000:-1875000,-875000,-1875000,,,,,
-875000:-1925000,-875000,-1925000,,,,,
-875000:-1975000,-875000,-1975000,,,,,
-875000:-2025000,-875000,-2025000,,,,,
-875000:-2075000,-875000,-2075000,,,,,
-875000:-2125000,-875000,-2125000,,,,,
-875000:-2175000,-875000,-2175000,,,,,
-875000:-2225000,-875000,-2225000,,,,,
-875000:-2325000,-875000,-2325000,,,,,
-875000:-2375000,-875000,-2375000,,,,,
-875000:-2475000,-875000,-2475000,,,0.973973973973974,,
-875000:-2525000,-875000,-2525000,,,,,
-875000:-2575000,-875000,-2575000,,,,,
-875000:-2625000,-875000,-2625000,,,,,
-875000:-2725000,-875000,-2725000,,,,,
-875000:-2775000,-875000,-2775000,,,,,
-875000:-2825000,-875000,-2825000,,,,,
-875000:-2875000,-875000,-2875000,0.031031031031031,0.031031031031031,,,
-875000:-2925000,-875000,-2925000,,,,,
-875000:-3025000,-875000,-3025000,,,0.026026026026026,,
-875000:-3075000,-875000,-3075000,,,,,0.047047047047047
-875000:-3125000,-875000,-3125000,,,,,
-875000:-3275000,-875000,-3275000,,,,,
-875000:-3375000,-875000,-3375000,,,,,
-875000:-3425000,-875000,-3425000,,,,,
-875000:-3475000,-875000,-3475000,,,,,
-875000:-3525000,-875000,-3525000,,,,,
-875000:-3575000,-875000,-3575000,,,,,
-875000:-3625000,-875000,-3625000,0.966966966966967,0.966966966966967,0.976976976976977,0.978978978978979,
-875000:-3675000,-875000,-3675000,0.992992992992993,0.992992992992993,0.976976976976977,0.991991991991992,0.987987987987988
-875000:-3725000,-875000,-3725000,0.976976976976977,0.976976976976977,,,0.984984984984985
-875000:-3775000,-875000,-3775000,0.96996996996997,0.96996996996997,,0.00800800800800801,0.995995995995996
-925000:-1725000,-925000,-1725000,,,0.049049049049049,,
-925000:-1775000,-925000,-1775000,,,,,
-925000:-1825000,-925000,-1825000,,,,,
-925000:-1875000,-925000,-1875000,,,,,0.034034034034034
-925000:-1925000,-925000,-1925000,,,,,
-925000:-1975000,-925000,-1975000,,,,,
-925000:-2025000,-925000,-2025000,,,,,0.041041041041041
-925000:-2075000,-925000,-2075000,,,,,
-925000:-2125000,-925000,-2125000,,,,,
-925000:-2275000,-925000,-2275000,,,,,
-925000:-2425000,-925000,-2425000,,,,,
-925000:-2475000,-925000,-2475000,,,,,
-925000:-2525000,-925000,-2525000,,,,,0.045045045045045
-925000:-2575000,-925000,-2575000,,,,,0.02002002002002
-925000:-2625000,-925000,-2625000,,,,,
-925000:-2775000,-925000,-2775000,,,,,0.00900900900900901
-925000:-2825000,-925000,-2825000,,,,,
-925000:-2875000,-925000,-2875000,,,,,
-925000:-2925000,-925000,-2925000,,,,,
-925000:-2975000,-925000,-2975000,,,,,
-925000:-3075000,-925000,-3075000,0,0,,,0.024024024024024
-925000:-3125000,-925000,-3125000,0.003003003003003,0.003003003003003,,,0.012012012012012
-925000:-3175000,-925000,-3175000,,,,,
-925000:-3225000,-925000,-3225000,,,,,
-925000:-3275000,-925000,-3275000,,,,,
-925000:-3325000,-925000,-3325000,,,,,
-925000:-3375000,-925000,-3375000,0,0,,,0.044044044044044
-925000:-3475000,-925000,-3475000,,,,,
-925000:-3525000,-925000,-3525000,,,,,
-925000:-3575000,-925000,-3575000,,,,0.954954954954955,
-925000:-3625000,-925000,-3625000,,,,,
-925000:-3675000,-925000,-3675000,0.995995995995996,0.995995995995996,,0.986986986986987,0.998998998998999
-925000:-3725000,-925000,-3725000,0.980980980980981,0.980980980980981,,,0.996996996996997
-975000:-1775000,-975000,-1775000,,,,,
-975000:-1825000,-975000,-1825000,,,,,
-975000:-1875000,-975000,-1875000,,,,,
-975000:-1925000,-975000,-1925000,,,,,
-975000:-1975000,-975000,-1975000,,,,,
-975000:-2025000,-975000,-2025000,,,,,
-975000:-2075000,-975000,-2075000,,,,,
-975000:-2375000,-975000,-2375000,,,,,
-975000:-2425000,-975000,-2425000,,,,,
-975000:-2475000,-975000,-2475000,,,,,0.001001001001001
-975000:-2525000,-975000,-2525000,,,0.96996996996997,,
-975000:-2575000,-975000,-2575000,,,,,
-975000:-2625000,-975000,-2625000,,,,,0.022022022022022
-975000:-2675000,-975000,-2675000,,,,,
-975000:-2725000,-975000,-2725000,,,,,
-975000:-2775000,-975000,-2775000,,,,,
-975000:-2825000,-975000,-2825000,,,,,
-975000:-2875000,-975000,-2875000,,,,,
-975000:-2925000,-975000,-2925000,,,,,
-975000:-3025000,-975000,-3025000,0.036036036036036,0.036036036036036,,,
-975000:-3075000,-975000,-3075000,,,,,
-975000:-3125000,-975000,-3125000,,,,,
-975000:-3175000,-975000,-3175000,0.001001001001001,0.001001001001001,,,0.002002002002002
-975000:-3225000,-975000,-3225000,,,,,
-975000:-3275000,-975000,-3275000,0.029029029029029,0.029029029029029,,,
-975000:-3325000,-975000,-3325000,,,,,
-975000:-3375000,-975000,-3375000,,,,,
-975000:-3425000,-975000,-3425000,,,,,
-975000:-3475000,-975000,-3475000,,,,,
-975000:-3525000,-975000,-3525000,,,,,
-975000:-3575000,-975000,-3575000,,,,,
-975000:-3625000,-975000,-3625000,,,,,0.991991991991992
-975000:-3675000,-975000,-3675000,0.977977977977978,0.977977977977978,,,0.990990990990991
-975000:-3725000,-975000,-3725000,0.965965965965966,0.965965965965966,,,0.97997997997998
1025000:-1475000,1025000,-1475000,,,,,
1025000:-1575000,1025000,-1575000,,,,,
1025000:-1625000,1025000,-1625000,,,,,
1025000:-1675000,1025000,-1675000,,,,,
1025000:-1725000,1025000,-1725000,,,,,
1025000:-1775000,1025000,-1775000,,,,,
1025000:-1825000,1025000,-1825000,,,,,
1025000:-1875000,1025000,-1875000,,,,,
1025000:-1925000,1025000,-1925000,,,,,
1025000:-1975000,1025000,-1975000,,,,,
1025000:-2025000,1025000,-2025000,,,,,
1025000:-2075000,1025000,-2075000,,,,,
1025000:-2125000,1025000,-2125000,,,,,
1025000:-2225000,1025000,-2225000,,,,,
1025000:-2275000,1025000,-2275000,,,,,
1025000:-2375000,1025000,-2375000,,,,,0.031031031031031
1025000:-2425000,1025000,-2425000,,,,,
1025000:-2475000,1025000,-2475000,,,,,
1025000:-2525000,1025000,-2525000,0.013013013013013,0.013013013013013,,,0.005005005005005
1025000:-2575000,1025000,-2575000,,,,,0.03003003003003
1025000:-2625000,1025000,-2625000,,,,,
1025000:-2775000,1025000,-2775000,0.004004004004004,0.004004004004004,,,0
1025000:-2825000,1025000,-2825000,0.037037037037037,0.037037037037037,,,0.001001001001001
1025000:-2875000,1025000,-2875000,,,,,
1025000:-2925000,1025000,-2925000,,,,,0.014014014014014
1025000:-3025000,1025000,-3025000,0.015015015015015,0.015015015015015,,,
1025000:-3075000,1025000,-3075000,0.043043043043043,0.043043043043043,,,0.045045045045045
1025000:-3125000,1025000,-3125000,,,,,
1025000:-3175000,1025000,-3175000,,,,,
1025000:-3225000,1025000,-3225000,,,,,
1025000:-3275000,1025000,-3275000,,,,,
1025000:-3325000,1025000,-3325000,,,,,0.03003003003003
1025000:-3375000,1025000,-3375000,,,,,
1025000:-3425000,1025000,-3425000,0.034034034034034,0.034034034034034,,,
1025000:-3475000,1025000,-3475000,,,,,
1025000:-3525000,1025000,-3525000,0.00900900900900901,0.00900900900900901,,,0.024024024024024
1025000:-3575000,1025000,-3575000,0.013013013013013,0.013013013013013,,,0.011011011011011
1025000:-3625000,1025000,-3625000,,,,,
1025000:-3675000,1025000,-3675000,0.042042042042042,0.042042042042042,,,
1025000:-3725000,1025000,-3725000,,,,,
1025000:-3775000,1025000,-3775000,,,,,
1025000:-3825000,1025000,-3825000,,,,,0.042042042042042
1025000:-3875000,1025000,-3875000,,,,,
1025000:-3925000,1025000,-3925000,,,,,
1025000:-3975000,1025000,-3975000,0.033033033033033,0.033033033033033,,,0.034034034034034
1025000:-4025000,1025000,-4025000,,,,,
1025000:-4075000,1025000,-4075000,,,,,
1025000:-4125000,1025000,-4125000,,,,,
1025000:-4175000,1025000,-4175000,,,,,
1025000:-4225000,1025000,-4225000,,,,,
1025000:-4275000,1025000,-4275000,,,,,
1025000:-4375000,1025000,-4375000,,,,,
1025000:-4425000,1025000,-4425000,,,,,
1075000:-1025000,1075000,-1025000,,,,,
1075000:-1325000,1075000,-1325000,,,,,
1075000:-1375000,1075000,-1375000,,,,,
1075000:-1425000,1075000,-1425000,,,,,
1075000:-1475000,1075000,-1475000,,,,,
1075000:-1525000,1075000,-1525000,,,,,
1075000:-1575000,1075000,-1575000,,,,,
1075000:-1625000,1075000,-1625000,,,,,
1075000:-1675000,1075000,-1675000,,,,,
1075000:-1775000,1075000,-1775000,,,,,
1075000:-1825000,1075000,-1825000,,,,,
1075000:-1875000,1075000,-1875000,,,,,
1075000:-1925000,1075000,-1925000,,,,,
1075000:-1975000,1075000,-1975000,,,,,
1075000:-2025000,1075000,-2025000,,,,,
1075000:-2125000,1075000,-2125000,0.025025025025025,0.025025025025025,,,
1075000:-2175000,1075000,-2175000,,,,,
1075000:-2275000,1075000,-2275000,,,,,0.021021021021021
1075000:-2425000,1075000,-2425000,,,,,
1075000:-2475000,1075000,-2475000,0.015015015015015,0.015015015015015,,,0.00600600600600601
1075000:-2525000,1075000,-2525000,0.041041041041041,0.041041041041041,,,
1075000:-2575000,1075000,-2575000,0.011011011011011,0.011011011011011,,,0.003003003003003
1075000:-2625000,1075000,-2625000,0.004004004004004,0.004004004004004,,,0.028028028028028
1075000:-2675000,1075000,-2675000,,,,,
1075000:-2725000,1075000,-2725000,,,,,
1075000:-2775000,1075000,-2775000,0,0,,,0
1075000:-2825000,1075000,-2825000,,,,,0.04004004004004
1075000:-2875000,1075000,-2875000,,,,,
1075000:-2925000,1075000,-2925000,,,,,0.046046046046046
1075000:-2975000,1075000,-2975000,,,,0.028028028028028,
1075000:-3025000,1075000,-3025000,,,,,
1075000:-3075000,1075000,-3075000,0.028028028028028,0.028028028028028,,,0.033033033033033
1075000:-3125000,1075000,-3125000,,,,,0.00600600600600601
1075000:-3275000,1075000,-3275000,,,,,
1075000:-3325000,1075000,-3325000,,,,,0.02002002002002
1075000:-3375000,1075000,-3375000,,,,,
1075000:-3425000,1075000,-3425000,,,,,
1075000:-3475000,1075000,-3475000,,,,,
1075000:-3525000,1075000,-3525000,0.045045045045045,0.045045045045045,,,
1075000:-3575000,1075000,-3575000,,,,,
1075000:-3625000,1075000,-3625000,0.023023023023023,0.023023023023023,,,
1075000:-3675000,1075000,-3675000,,,,,
1075000:-3725000,1075000,-3725000,,,,,
1075000:-3775000,1075000,-3775000,,,,,0.017017017017017
1075000:-3825000,1075000,-3825000,,,,,0.026026026026026
1075000:-3875000,1075000,-3875000,0.02002002002002,0.02002002002002,,,0.002002002002002
1075000:-3925000,1075000,-3925000,,,,,
1075000:-3975000,1075000,-3975000,,,,,
1075000:-4025000,1075000,-4025000,0.038038038038038,0.038038038038038,0.017017017017017,0.047047047047047,
1075000:-4075000,1075000,-4075000,,,0.014014014014014,0.024024024024024,
1075000:-4125000,1075000,-4125000,,,0.022022022022022,0.00800800800800801,
1075000:-4175000,1075000,-4175000,,,,,
1075000:-4225000,1075000,-4225000,,,,,
1075000:-4275000,1075000,-4275000,,,0.032032032032032,0.034034034034034,
1075000:-4425000,1075000,-4425000,,,,,
1075000:-4525000,1075000,-4525000,,,,,
1075000:-4575000,1075000,-4575000,,,,,
1075000:-4625000,1075000,-4625000,,,,,
1075000:-975000,1075000,-975000,,,,,
1125000:-1125000,1125000,-1125000,,,,,
1125000:-1175000,1125000,-1175000,,,,,
1125000:-1225000,1125000,-1225000,,,,,
1125000:-1325000,1125000,-1325000,,,,,0.956956956956957
1125000:-1375000,1125000,-1375000,,,,,
1125000:-1425000,1125000,-1425000,,,,,
1125000:-1475000,1125000,-1475000,,,,,
1125000:-1625000,1125000,-1625000,,,,,
1125000:-1725000,1125000,-1725000,,,,,0.029029029029029
1125000:-1775000,1125000,-1775000,,,,,
1125000:-1825000,1125000,-1825000,,,,,
1125000:-1875000,1125000,-1875000,,,,,
1125000:-1925000,1125000,-1925000,,,,,
1125000:-1975000,1125000,-1975000,,,,,
1125000:-2025000,1125000,-2025000,,,,,
1125000:-2075000,1125000,-2075000,,,,,
1125000:-2125000,1125000,-2125000,,,,,
1125000:-2175000,1125000,-2175000,,,,,
1125000:-2225000,1125000,-2225000,,,,,
1125000:-2275000,1125000,-2275000,,,,,
1125000:-2425000,1125000,-2425000,,,,,
1125000:-2475000,1125000,-2475000,0.036036036036036,0.036036036036036,,,0.001001001001001
1125000:-2525000,1125000,-2525000,0.04004004004004,0.04004004004004,,,
1125000:-2575000,1125000,-2575000,0.049049049049049,0.049049049049049,,,0.02002002002002
1125000:-2625000,1125000,-2625000,,,,,0.033033033033033
1125000:-2675000,1125000,-2675000,0,0,,,0.004004004004004
1125000:-2725000,1125000,-2725000,0.02002002002002,0.02002002002002,,,0.002002002002002
1125000:-2775000,1125000,-2775000,0.012012012012012,0.012012012012012,,,0.016016016016016
1125000:-2825000,1125000,-2825000,0.014014014014014,0.014014014014014,,,0.004004004004004
1125000:-2875000,1125000,-2875000,0.004004004004004,0.004004004004004,,,0.005005005005005
1125000:-2925000,1125000,-2925000,,,,,
1125000:-2975000,1125000,-2975000,0.004004004004004,0.004004004004004,,,0.043043043043043
1125000:-3025000,1125000,-3025000,,,,,
1125000:-3075000,1125000,-3075000,0.027027027027027,0.027027027027027,,,0.011011011011011
1125000:-3125000,1125000,-3125000,,,,,
1125000:-3225000,1125000,-3225000,0.025025025025025,0.025025025025025,,,0.003003003003003
1125000:-3275000,1125000,-3275000,0.018018018018018,0.018018018018018,,,0.00700700700700701
1125000:-3325000,1125000,-3325000,,,,,0.033033033033033
1125000:-3375000,1125000,-3375000,,,,,0.019019019019019
1125000:-3425000,1125000,-3425000,,,,,
1125000:-3475000,1125000,-3475000,,,,,
1125000:-3525000,1125000,-3525000,0.023023023023023,0.023023023023023,,,
1125000:-3575000,1125000,-3575000,,,,,
1125000:-3625000,1125000,-3625000,0.029029029029029,0.029029029029029,,,0.012012012012012
1125000:-3675000,1125000,-3675000,,,,,
1125000:-3775000,1125000,-3775000,,,,,
1125000:-3825000,1125000,-3825000,,,,,
1125000:-3875000,1125000,-3875000,,,,,0.04004004004004
1125000:-3925000,1125000,-3925000,,,,,0.049049049049049
1125000:-3975000,1125000,-3975000,,,,,
1125000:-4025000,1125000,-4025000,,,,,
1125000:-4075000,1125000,-4075000,,,0.016016016016016,0.031031031031031,
1125000:-4125000,1125000,-4125000,,,,0.027027027027027,
1125000:-4175000,1125000,-4175000,,,,,
1125000:-4225000,1125000,-4225000,,,,,
1125000:-4275000,1125000,-4275000,,,,,
1125000:-4475000,1125000,-4475000,,,,,
1125000:-4525000,1125000,-4525000,,,,,
1125000:-4575000,1125000,-4575000,,,,,
1125000:-4625000,1125000,-4625000,,,,,
1125000:-4675000,1125000,-4675000,,,,,
1125000:-4725000,1125000,-4725000,,,,,
1125000:-4775000,1125000,-4775000,,,,,
1175000:-1125000,1175000,-1125000,,,,,
1175000:-1175000,1175000,-1175000,,,,,
1175000:-1225000,1175000,-1225000,,,,,
1175000:-1275000,1175000,-1275000,,,,,
1175000:-1325000,1175000,-1325000,,,0.024024024024024,0.00900900900900901,0.954954954954955
1175000:-1375000,1175000,-1375000,,,,,
1175000:-1425000,1175000,-1425000,,,,,
1175000:-1475000,1175000,-1475000,,,,,
1175000:-1525000,1175000,-1525000,,,,,
1175000:-1575000,1175000,-1575000,,,,,
1175000:-1625000,1175000,-1625000,,,,,
1175000:-1775000,1175000,-1775000,,,,,
1175000:-1825000,1175000,-1825000,,,,,
1175000:-1925000,1175000,-1925000,,,,0.022022022022022,
1175000:-1975000,1175000,-1975000,,,,,
1175000:-2025000,1175000,-2025000,,,,,
1175000:-2075000,1175000,-2075000,,,,,
1175000:-2125000,1175000,-2125000,,,,,
1175000:-2175000,1175000,-2175000,,,,,
1175000:-2225000,1175000,-2225000,,,,,
1175000:-2275000,1175000,-2275000,,,,,
1175000:-2475000,1175000,-2475000,,,,,
1175000:-2525000,1175000,-2525000,,,,,
1175000:-2575000,1175000,-2575000,,,,,0.004004004004004
1175000:-2625000,1175000,-2625000,,,,,
1175000:-2675000,1175000,-2675000,,,,,
1175000:-2775000,1175000,-2775000,,,,,
1175000:-2825000,1175000,-2825000,,,,,
1175000:-2875000,1175000,-2875000,,,,,
1175000:-2925000,1175000,-2925000,,,,,
1175000:-2975000,1175000,-2975000,,,0.049049049049049,,
1175000:-3025000,1175000,-3025000,0.003003003003003,0.003003003003003,,,0.024024024024024
1175000:-3075000,1175000,-3075000,0.001001001001001,0.001001001001001,,,0
1175000:-3125000,1175000,-3125000,0.011011011011011,0.011011011011011,,,0
1175000:-3175000,1175000,-3175000,0.036036036036036,0.036036036036036,,,0.001001001001001
1175000:-3225000,1175000,-3225000,0.004004004004004,0.004004004004004,,,0
1175000:-3275000,1175000,-3275000,0.004004004004004,0.004004004004004,,,0
1175000:-3325000,1175000,-3325000,,,,,
1175000:-3375000,1175000,-3375000,0.002002002002002,0.002002002002002,,,0.041041041041041
1175000:-3425000,1175000,-3425000,,,,,0.039039039039039
1175000:-3475000,1175000,-3475000,0.025025025025025,0.025025025025025,,,0.024024024024024
1175000:-3525000,1175000,-3525000,0.039039039039039,0.039039039039039,,,0.044044044044044
1175000:-3575000,1175000,-3575000,,,,,
1175000:-3625000,1175000,-3625000,,,,,
1175000:-3675000,1175000,-3675000,,,,,
1175000:-3725000,1175000,-3725000,,,,,0.035035035035035
1175000:-3775000,1175000,-3775000,,,,,0
1175000:-3825000,1175000,-3825000,,,,,0.02002002002002
1175000:-3875000,1175000,-3875000,,,,,
1175000:-3925000,1175000,-3925000,,,,,0.002002002002002
1175000:-3975000,1175000,-3975000,0.045045045045045,0.045045045045045,,,
1175000:-4025000,1175000,-4025000,,,,,
1175000:-4075000,1175000,-4075000,,,,0.037037037037037,
1175000:-4125000,1175000,-4125000,,,0.034034034034034,0.025025025025025,
1175000:-4175000,1175000,-4175000,,,,,
1175000:-4225000,1175000,-4225000,,,,,
1175000:-4275000,1175000,-4275000,,,,,
1175000:-4525000,1175000,-4525000,,,,,
1175000:-4575000,1175000,-4575000,,,,,
1175000:-4625000,1175000,-4625000,,,0.016016016016016,0.035035035035035,
1175000:-4675000,1175000,-4675000,,,,,
1175000:-4725000,1175000,-4725000,,,0.028028028028028,0.044044044044044,
1175000:-4775000,1175000,-4775000,,,,,
1175000:-4825000,1175000,-4825000,,,,,
1225000:-1025000,1225000,-1025000,,,,,
1225000:-1225000,1225000,-1225000,,,,,
1225000:-1275000,1225000,-1275000,,,0.033033033033033,0.022022022022022,
1225000:-1325000,1225000,-1325000,,,,,
1225000:-1375000,1225000,-1375000,,,,,
1225000:-1425000,1225000,-1425000,,,,,
1225000:-1475000,1225000,-1475000,,,,,
1225000:-1525000,1225000,-1525000,,,,,
1225000:-1575000,1225000,-1575000,,,,,
1225000:-1625000,1225000,-1625000,,,,,
1225000:-1675000,1225000,-1675000,,,,,
1225000:-1725000,1225000,-1725000,,,,,
1225000:-1775000,1225000,-1775000,,,,,
1225000:-1825000,1225000,-1825000,,,,,
1225000:-1875000,1225000,-1875000,,,,,
1225000:-1925000,1225000,-1925000,,,,,
1225000:-1975000,1225000,-1975000,,,,,
1225000:-2025000,1225000,-2025000,,,,,
1225000:-2075000,1225000,-2075000,,,,,
1225000:-2125000,1225000,-2125000,,,,,
1225000:-2175000,1225000,-2175000,,,,,
